Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price (£)
Chevrolet,Civic,3.4198647253597456,Hybrid,2012,172917,43174
Ford,Fiesta,1.8521315353787267,Petrol,2015,122695,28080
BMW,Golf,1.0323162487700044,Petrol,2005,2561,30345
Mercedes-Benz,Fiesta,4.470080864230611,Petrol,2009,130807,6023
Nissan,Civic,4.904441820109087,Diesel,2019,180169,2023
BMW,C-Class,1.6314754962042741,Petrol,2015,53798,49501
Chevrolet,A4,3.279471340098097,Diesel,2007,64009,26674
Toyota,A4,1.111292395330996,Petrol,2007,32800,30084
Toyota,Model 3,3.415905257080165,Petrol,2012,123725,29961
Nissan,3 Series,1.7271808812899132,Petrol,2013,76420,13405
Toyota,C-Class,1.972985442183386,Diesel,2014,19886,9361
Chevrolet,A4,1.7390437002268189,Hybrid,2005,118107,33455
Chevrolet,Cruze,1.2696442614425711,Petrol,2004,150190,3544
BMW,Altima,2.8838981489101183,Electric,2012,7618,6278
BMW,Model 3,4.251046075535934,Petrol,2009,88115,18238
Chevrolet,Altima,1.3027343459825076,Petrol,2013,156716,19609
Tesla,Fiesta,1.1489186303011723,Diesel,2012,159751,28791
Honda,Altima,4.4657687515492945,Petrol,2019,102892,9908
BMW,Model 3,1.3131687599265867,Diesel,2005,21451,26670
Tesla,Golf,4.448526302264373,Petrol,2018,197003,46921
Chevrolet,Fiesta,3.1211784780350276,Petrol,2020,51789,15692
Nissan,Model 3,4.624906399929383,Hybrid,2015,148084,23985
Audi,Golf,3.383051073109695,Petrol,2006,81018,26369
Ford,C-Class,2.5480272524143843,Hybrid,2017,98438,14820
Volkswagen,Cruze,3.047790320998418,Diesel,2001,161936,30961
Toyota,Fiesta,4.441333217869753,Diesel,2016,110362,28887
Audi,3 Series,1.0432689529438486,Hybrid,2008,150593,2047
Audi,Fiesta,2.9502428266186724,Petrol,2016,55538,23976
Nissan,Civic,2.3322146484293658,Electric,2019,164159,16629
BMW,Corolla,2.081963293069456,Petrol,2011,30634,2862
Audi,Corolla,1.4705360158766339,Petrol,2007,176040,46314
Tesla,C-Class,2.8977106986229253,Diesel,2017,138189,31808
BMW,Model 3,2.3675399710032683,Diesel,2004,15587,13773
Ford,3 Series,2.3993667941060104,Diesel,2022,69868,37762
Tesla,Fiesta,2.1147788608457536,Electric,2016,38268,48996
Toyota,Model 3,1.9138600320084276,Electric,2000,148687,21506
Tesla,Corolla,3.286427846623947,Hybrid,2003,162727,47633
BMW,C-Class,2.8328849142971593,Electric,2015,53346,3464
Audi,3 Series,3.9993018272016636,Petrol,2002,120329,9098
BMW,Model 3,1.364852369297103,Petrol,2000,196072,23983
Honda,3 Series,2.11272360072974,Diesel,2008,34961,4917
Ford,A4,4.039060988257585,Hybrid,2003,95819,15601
Volkswagen,Model 3,1.7227589787767417,Diesel,2001,27880,42912
Tesla,Model 3,2.927123512302504,Petrol,2019,44034,7752
Mercedes-Benz,Cruze,2.1801692059775077,Hybrid,2016,117838,17942
Honda,A4,1.66870673133058,Hybrid,2004,56046,22640
Honda,A4,3.183512249741098,Petrol,2021,193172,35432
Tesla,Civic,2.50996885629671,Electric,2001,26245,35687
Chevrolet,Civic,4.582568212985991,Petrol,2021,137865,16884
Tesla,Cruze,3.48338039750306,Diesel,2007,169210,2931
Tesla,Civic,2.280929163288729,Petrol,2004,86046,10013
BMW,Model 3,1.2751834101478807,Petrol,2015,5609,45770
Tesla,Golf,4.229831474642836,Petrol,2005,133424,26921
Mercedes-Benz,Golf,2.0621269415294616,Electric,2021,22384,6119
Chevrolet,Civic,2.874541299002161,Diesel,2000,100123,5520
Volkswagen,Altima,2.1107022043192396,Electric,2014,153822,27054
Audi,Altima,4.270241294458522,Petrol,2005,51031,9986
BMW,Altima,4.76275953736229,Petrol,2000,192092,38163
Chevrolet,Altima,4.961446248621675,Hybrid,2016,74905,47852
Honda,Model 3,2.7850225967170044,Electric,2003,23650,14432
Audi,Golf,1.3401635230373858,Electric,2005,34920,9337
Chevrolet,A4,1.8171941609781017,Hybrid,2016,16089,33210
Ford,Golf,2.1180669588198984,Hybrid,2022,29671,25537
Tesla,Golf,1.7150435389323797,Diesel,2009,158786,44771
Tesla,Golf,4.984742504142597,Electric,2019,178166,22653
Toyota,Corolla,3.984198534046695,Diesel,2022,91230,31895
Ford,Altima,4.638568246924514,Hybrid,2000,33889,41392
Chevrolet,Corolla,3.265540824729708,Hybrid,2012,7413,6432
BMW,Cruze,4.6171630781026956,Hybrid,2005,186346,25934
Ford,Fiesta,4.213255411270725,Diesel,2022,185244,6511
Chevrolet,3 Series,4.186449491212787,Hybrid,2016,91423,43121
Chevrolet,Model 3,3.0829067177624143,Hybrid,2001,194994,49214
BMW,Model 3,4.814098991064806,Electric,2019,129233,15091
Toyota,Civic,2.2413536245385988,Diesel,2007,15250,36199
Audi,Corolla,1.7756680563182607,Electric,2010,102278,41311
Volkswagen,A4,1.8140594525062714,Electric,2011,108993,36351
Audi,Altima,3.0617459765178094,Petrol,2015,95248,48596
Audi,Altima,3.8939936067886647,Hybrid,2013,78675,43869
Mercedes-Benz,Golf,4.5882682253797284,Hybrid,2002,148538,25328
Tesla,Altima,3.614066669319299,Diesel,2008,29074,7490
BMW,C-Class,1.3914428683315219,Hybrid,2011,141659,37514
Chevrolet,C-Class,1.7766069486892793,Electric,2015,73547,1893
Volkswagen,Corolla,3.8702092791939537,Petrol,2003,38678,16195
Honda,Cruze,1.3379473297923998,Petrol,2021,163988,36039
Toyota,Civic,2.4856087932389856,Hybrid,2007,71860,2062
BMW,3 Series,3.6960693558991875,Electric,2019,89863,9823
Audi,C-Class,1.3262223617031133,Hybrid,2016,147788,47640
Honda,Altima,1.695563471865126,Electric,2000,138532,1244
Tesla,Civic,1.4366883307346199,Hybrid,2001,29109,2908
Tesla,Fiesta,1.2995500646159495,Petrol,2001,54540,42641
BMW,3 Series,1.956376943342279,Diesel,2020,198319,8749
Chevrolet,Civic,3.1702831732147416,Hybrid,2003,49738,21788
Volkswagen,3 Series,4.083882924473429,Diesel,2001,107717,28179
Mercedes-Benz,C-Class,1.6359081505777904,Hybrid,2004,95522,12058
Tesla,A4,3.789859713860117,Electric,2018,104069,11167
Honda,C-Class,3.778733685745962,Petrol,2002,99331,46276
Mercedes-Benz,Corolla,2.5629473484661496,Petrol,2006,191909,33680
Honda,Golf,4.5110302013538846,Petrol,2011,87991,7867
Honda,Civic,3.783241283402026,Diesel,2013,116712,32866
Mercedes-Benz,Altima,3.7895056463459973,Petrol,2017,51828,11895
Ford,Model 3,4.914904465035001,Electric,2002,187868,44596
Chevrolet,Civic,4.572634297362158,Electric,2012,112558,16020
Honda,Civic,3.3031352007578696,Electric,2021,111059,23089
Nissan,Fiesta,1.123166683973961,Diesel,2013,6788,3386
Audi,Civic,3.6508643325681387,Electric,2019,116731,12462
Audi,Fiesta,4.005734520026886,Petrol,2007,170168,3191
Tesla,Golf,4.413522010995864,Hybrid,2007,146652,12314
BMW,Corolla,4.471523876097329,Electric,2008,95915,27150
BMW,Corolla,1.208183230575031,Diesel,2004,149758,25574
Chevrolet,Cruze,4.101045398690296,Electric,2006,16097,37180
Chevrolet,Golf,3.2297181436409357,Hybrid,2005,144565,24546
Chevrolet,Golf,4.731749922852117,Petrol,2000,118729,20572
Chevrolet,3 Series,4.887967352570737,Diesel,2019,120662,30455
Tesla,Golf,4.888872911654483,Hybrid,2010,15300,19715
Audi,Cruze,4.777033973770385,Diesel,2006,100613,47930
Volkswagen,3 Series,3.427544846109702,Hybrid,2011,67181,37769
Audi,A4,4.155616745826713,Hybrid,2001,79995,21483
Honda,Model 3,4.190853179261382,Hybrid,2012,70226,38282
Toyota,Corolla,1.3493940174256656,Hybrid,2016,100821,46803
Ford,A4,3.0133663342809314,Diesel,2000,121391,31504
Chevrolet,C-Class,3.184682745257257,Petrol,2016,154808,33158
Volkswagen,C-Class,1.8924502287319815,Hybrid,2004,23952,42923
Mercedes-Benz,Corolla,4.429059065302651,Electric,2016,59724,37306
Volkswagen,Cruze,3.5254579441160256,Petrol,2022,112512,26991
Audi,Civic,4.994859453148942,Hybrid,2022,40301,37570
Volkswagen,Civic,2.6484255195869775,Hybrid,2004,26775,35359
Tesla,Golf,3.381033958910164,Hybrid,2000,49479,12595
Ford,A4,2.1740756694628747,Diesel,2010,91379,20413
Audi,C-Class,2.0739708151983915,Hybrid,2007,121196,1641
Audi,Model 3,2.3448969692503914,Electric,2018,22604,44592
Nissan,Civic,3.4122159366980025,Electric,2006,175736,3794
Ford,C-Class,2.3749500059172313,Electric,2005,23676,17084
Mercedes-Benz,Fiesta,1.594607821444912,Diesel,2011,24237,13847
Tesla,C-Class,3.1736520191333275,Diesel,2016,168412,44538
Toyota,Civic,1.31644983721403,Electric,2016,160574,19040
Audi,A4,3.884655228343547,Electric,2018,7003,37833
Audi,A4,1.1002933329348905,Hybrid,2002,37671,34840
Honda,Cruze,2.257235458127962,Hybrid,2020,62233,18880
Audi,Civic,3.1701514762324923,Hybrid,2016,105808,21287
Volkswagen,3 Series,3.964909435648267,Electric,2016,22636,21277
Tesla,Corolla,4.45353785820908,Electric,2009,34200,41925
Audi,Cruze,4.038116552982764,Diesel,2009,55693,30554
Chevrolet,Cruze,3.5156390293963167,Diesel,2019,73524,18339
Chevrolet,Golf,3.8347607214782298,Electric,2010,78336,21904
Nissan,Altima,3.382171859832351,Hybrid,2018,80005,33987
Ford,Fiesta,4.500412445553364,Diesel,2016,110108,14666
Toyota,C-Class,2.8912547293951802,Petrol,2021,83180,4763
Tesla,Civic,2.6756807046393587,Petrol,2013,195338,30462
Tesla,Altima,3.6165283163891084,Electric,2015,34916,21484
Chevrolet,3 Series,3.923844384212359,Diesel,2010,120622,14896
Nissan,Corolla,2.3905321395744026,Diesel,2022,111490,30310
BMW,C-Class,3.097562740784949,Diesel,2004,83536,44100
BMW,Civic,1.4962952057848682,Electric,2002,43414,28926
Nissan,A4,4.971844867596522,Hybrid,2006,43825,38277
Tesla,C-Class,2.9559858755501627,Petrol,2015,69783,21547
Toyota,Civic,4.8091061631855165,Petrol,2011,165923,2348
Nissan,Model 3,3.93810040862655,Hybrid,2006,192959,38503
Chevrolet,A4,4.826173592090729,Diesel,2004,104091,10847
Ford,C-Class,1.1146239850063275,Electric,2005,182295,47969
Nissan,Golf,2.8236081096899897,Petrol,2007,146512,16862
Ford,C-Class,3.6621615620986043,Diesel,2013,1142,41858
Honda,Corolla,4.447833974455618,Hybrid,2006,50374,14793
Toyota,Fiesta,3.309222266731143,Electric,2020,171227,27398
Honda,Fiesta,2.9247774117921224,Electric,2015,90524,37189
Mercedes-Benz,Golf,3.559726036911723,Diesel,2016,195942,28468
BMW,Altima,3.4708268227466257,Hybrid,2019,198524,2824
Ford,A4,1.718322328368036,Diesel,2021,88977,17011
Tesla,Cruze,3.433519475713094,Petrol,2002,16007,35785
Volkswagen,Altima,2.5926837512047447,Electric,2016,92026,9286
Mercedes-Benz,Cruze,3.9211209063446444,Hybrid,2021,190043,35051
Tesla,Cruze,4.772337636518923,Diesel,2016,185885,47167
Nissan,A4,1.596378631665917,Electric,2014,120029,11979
Ford,3 Series,3.5594990510169526,Petrol,2016,48941,48339
Nissan,Corolla,4.453516491622178,Hybrid,2011,133888,37264
Audi,Cruze,3.2345337130969622,Petrol,2009,15770,20059
BMW,C-Class,4.517071535865075,Petrol,2008,7780,7514
Ford,Cruze,1.048993744370501,Diesel,2006,128334,9912
Mercedes-Benz,Golf,1.7296588936248996,Electric,2003,60550,7596
Ford,Fiesta,1.4347967933895922,Hybrid,2018,193743,46441
Toyota,Altima,1.1891099829147307,Hybrid,2015,44683,18842
Chevrolet,Altima,3.608510307077891,Hybrid,2012,118746,47578
Chevrolet,Fiesta,2.0515125284908984,Petrol,2001,106116,14026
Ford,C-Class,4.5071253470605,Hybrid,2006,112814,13029
Ford,A4,4.77899128767699,Petrol,2007,118892,12096
Toyota,Corolla,1.1315900573826512,Petrol,2002,182778,23954
Toyota,3 Series,1.6809738922043755,Electric,2018,45282,36737
Toyota,Golf,1.5028471299514625,Petrol,2014,117976,20820
Volkswagen,Model 3,3.274031966143356,Electric,2001,76525,2363
Toyota,Corolla,2.0595133660247784,Electric,2013,94263,42329
Mercedes-Benz,A4,1.9938184656440705,Diesel,2011,28530,35284
Volkswagen,Golf,4.82793456237469,Petrol,2018,55498,31386
Honda,C-Class,1.9662167514208209,Electric,2013,156628,46227
Chevrolet,Cruze,4.977949592306485,Diesel,2003,31022,47883
Honda,Corolla,2.9284235150524536,Hybrid,2018,195506,3695
Nissan,Golf,1.2782530479324983,Hybrid,2019,126070,48057
Honda,C-Class,4.0263184511989305,Petrol,2012,79426,3217
BMW,Fiesta,2.666460016211165,Petrol,2003,148325,34617
Volkswagen,Cruze,3.5422170129857484,Petrol,2016,128817,18039
Mercedes-Benz,C-Class,1.5271466466703676,Hybrid,2020,105101,30552
Mercedes-Benz,Altima,4.220643425143658,Diesel,2009,107739,30093
Toyota,Model 3,3.6913933974980404,Diesel,2007,23290,8989
Nissan,Corolla,2.5619320887687813,Petrol,2014,14462,23154
Honda,Altima,3.468653013394191,Electric,2007,162171,20612
Volkswagen,Model 3,1.8000213653629604,Diesel,2000,87568,17047
Mercedes-Benz,Golf,3.3484698110316136,Petrol,2010,149105,31885
Toyota,Cruze,4.289824374557091,Hybrid,2007,113145,34304
Mercedes-Benz,C-Class,1.938616927379253,Electric,2017,172906,15486
Audi,Corolla,2.124708136464161,Hybrid,2000,156488,17422
Volkswagen,Golf,3.9578581130945394,Diesel,2015,155026,13627
Nissan,Fiesta,1.3358547542313501,Hybrid,2003,49133,47818
Audi,Civic,2.2495329981621537,Petrol,2022,39018,16164
Mercedes-Benz,Cruze,4.076186224496233,Hybrid,2006,146849,39207
BMW,C-Class,2.6102996258096667,Electric,2018,188843,2114
Volkswagen,Golf,1.922614000152373,Hybrid,2011,15683,16909
Volkswagen,Fiesta,3.938438199355555,Hybrid,2011,84303,9281
Ford,Corolla,1.0283770323999084,Diesel,2008,97948,43686
Audi,A4,3.965092435645874,Electric,2019,156138,45613
Chevrolet,A4,1.4840701385786854,Diesel,2019,139136,32002
Nissan,Civic,4.530049533202102,Diesel,2003,185961,4333
Tesla,Cruze,3.6444642636570586,Petrol,2003,106122,30745
Volkswagen,Model 3,2.34710360410242,Petrol,2018,139905,24813
Toyota,Golf,2.727723296917164,Hybrid,2010,180826,23792
Honda,A4,2.4920940028381993,Electric,2020,61651,42602
Volkswagen,Altima,3.660446451037617,Hybrid,2011,97161,27241
Audi,3 Series,4.244378207611518,Hybrid,2017,26689,23230
Audi,Civic,4.692589284993431,Electric,2020,180291,40123
Ford,Golf,2.821247957729648,Electric,2004,163921,14282
Ford,C-Class,3.7167677855065975,Diesel,2011,60140,40452
Tesla,Cruze,4.925240902659669,Petrol,2010,73466,25461
Honda,Altima,3.374201826110908,Electric,2012,77944,37938
Mercedes-Benz,Model 3,1.8584460456452376,Petrol,2021,15521,14401
BMW,Golf,3.408590964590737,Electric,2003,186938,12937
Audi,Altima,1.5741580025058286,Diesel,2012,113519,49876
Tesla,3 Series,4.310542981972525,Diesel,2000,104309,6611
Tesla,Civic,3.7529793188934044,Diesel,2000,99727,23014
Audi,C-Class,3.7807178111248883,Hybrid,2000,57261,2207
Mercedes-Benz,Altima,4.513603091483174,Diesel,2004,86539,13015
Nissan,Corolla,2.876540632878502,Petrol,2022,85616,38824
Volkswagen,C-Class,2.9378228462438303,Diesel,2022,52132,34049
Ford,Fiesta,4.823843456436233,Electric,2002,59297,47285
Volkswagen,3 Series,2.3845052601521233,Electric,2020,120535,39514
Toyota,3 Series,2.7495646123489306,Hybrid,2004,24152,23318
Tesla,Civic,2.57316820955022,Petrol,2003,32209,4629
Ford,3 Series,2.7035392586871723,Electric,2022,75255,40003
Volkswagen,Civic,1.637940770609473,Petrol,2022,149019,31310
Audi,Cruze,1.745158419760961,Petrol,2013,16936,23175
Mercedes-Benz,Golf,1.0474188464744478,Electric,2018,50613,41050
Nissan,3 Series,2.6537003852948624,Hybrid,2020,27073,19977
Nissan,3 Series,2.5693276722589586,Hybrid,2000,115280,13252
Ford,3 Series,4.089726923893902,Diesel,2009,38844,34647
Volkswagen,Golf,2.468630271739555,Petrol,2013,26651,31957
Toyota,Civic,4.174079801832262,Electric,2012,76643,27089
Nissan,Model 3,3.671904227853982,Electric,2019,35577,12457
Mercedes-Benz,Altima,1.1026360513743687,Petrol,2012,40567,1989
BMW,Altima,2.6894650942330545,Petrol,2009,169581,7421
Toyota,Civic,4.13636298969182,Diesel,2009,6051,17262
Tesla,Altima,4.940839063278046,Hybrid,2004,186573,18087
Audi,A4,2.3399221592725277,Electric,2021,108654,18843
Chevrolet,Fiesta,3.840231527109961,Petrol,2011,151952,47864
Mercedes-Benz,Golf,3.6536079815728106,Diesel,2014,69897,24072
Nissan,Cruze,1.1847449132448622,Diesel,2017,41816,2758
Chevrolet,Golf,3.760922533990593,Hybrid,2006,45512,9361
BMW,Civic,4.082644782991941,Petrol,2011,181262,5078
Ford,C-Class,3.6887878485453824,Electric,2010,194389,22938
Nissan,Altima,1.207790351404539,Petrol,2022,140728,34302
Tesla,Cruze,2.330991647387747,Electric,2007,146042,9866
Chevrolet,Fiesta,3.524614333393335,Diesel,2012,32705,7340
Mercedes-Benz,A4,4.010267831647374,Petrol,2016,84159,7145
Honda,Corolla,3.7247516390908477,Hybrid,2002,41172,34477
Audi,Cruze,2.996815432925994,Petrol,2017,72758,26675
Nissan,Corolla,1.1321727947988327,Hybrid,2017,127675,31650
Tesla,Model 3,1.9051857148694191,Electric,2011,182216,39805
Chevrolet,Civic,4.845010759383745,Electric,2012,183511,44462
Audi,Corolla,3.5935842700634484,Electric,2006,3467,9653
Audi,Civic,2.0569282351334603,Petrol,2010,150419,6446
Volkswagen,3 Series,2.1838026563745,Petrol,2009,19796,47151
Ford,C-Class,3.125177863474259,Petrol,2003,88335,22693
BMW,Corolla,3.876302379959631,Electric,2011,159852,13559
Toyota,Model 3,2.863057947393657,Hybrid,2001,27249,2427
Nissan,A4,1.2605554372496819,Diesel,2001,151558,6727
Mercedes-Benz,Fiesta,2.0610371146138973,Diesel,2008,91075,3636
Ford,Altima,3.6140415725569013,Hybrid,2018,63680,39367
Tesla,A4,3.016880949845703,Petrol,2017,152206,31826
Tesla,C-Class,2.70180668227274,Petrol,2020,32541,9248
Mercedes-Benz,Model 3,2.033355008664169,Petrol,2004,43478,35485
Ford,Model 3,1.0652180285929127,Petrol,2010,81167,14381
BMW,Cruze,2.1147919513257687,Petrol,2019,134628,32091
Honda,C-Class,4.900649796266281,Petrol,2014,140817,18040
Audi,Fiesta,2.328986443587682,Hybrid,2016,65487,6657
Audi,Golf,2.753851247834249,Petrol,2013,38776,41949
Ford,Model 3,2.5325945610307117,Petrol,2009,50053,9741
Volkswagen,Fiesta,2.7800104229807934,Hybrid,2000,174784,23524
Mercedes-Benz,3 Series,1.2090085869614033,Hybrid,2019,52361,36787
Tesla,Golf,3.4289747133259976,Petrol,2016,188926,47862
Tesla,C-Class,2.0691604494217173,Petrol,2001,152969,26570
Nissan,Corolla,2.2284585979271276,Electric,2022,17486,24711
BMW,Corolla,1.5600655208430876,Hybrid,2010,190650,36664
Tesla,Model 3,3.118294086403711,Petrol,2013,86719,25435
Ford,3 Series,4.4095495737274595,Hybrid,2008,103601,5014
Honda,Golf,2.4873619561065503,Petrol,2004,174860,31851
Nissan,C-Class,3.9850453993480937,Hybrid,2000,65004,41642
Toyota,Model 3,4.61312667477994,Hybrid,2004,79804,47421
Honda,Altima,4.100840552373916,Diesel,2004,135295,37868
Mercedes-Benz,C-Class,4.545030674717363,Diesel,2019,125305,44895
Toyota,3 Series,1.270754433514758,Hybrid,2014,159194,22330
Honda,Golf,1.0564702472386425,Electric,2003,112179,20913
Nissan,Altima,2.943438854920797,Diesel,2022,26441,47665
Honda,Altima,3.4717859143313423,Diesel,2010,19056,33692
Nissan,Cruze,3.765992655328102,Diesel,2004,1744,36458
Mercedes-Benz,Civic,4.893114404791608,Electric,2003,5532,22280
Audi,Golf,3.865948247978563,Petrol,2022,19990,19951
BMW,3 Series,4.0811263571875696,Hybrid,2015,20564,46106
Nissan,Altima,1.8491388454994326,Hybrid,2002,98024,43974
Chevrolet,Altima,3.9643781364241635,Petrol,2012,84143,47375
Tesla,Corolla,1.020555894264279,Petrol,2011,79905,12570
Mercedes-Benz,Civic,2.181618477879128,Hybrid,2017,151592,41121
Ford,Model 3,3.458881736862768,Hybrid,2014,171809,40756
Nissan,Altima,1.136945818250429,Electric,2022,83507,36830
Mercedes-Benz,Model 3,1.5654755252646533,Petrol,2022,49027,10333
Toyota,A4,2.7874603944001524,Diesel,2022,94499,15833
Volkswagen,Model 3,3.9563634131809815,Electric,2013,156282,40119
Ford,Civic,3.9774461451159535,Petrol,2005,73315,34752
Audi,3 Series,1.6364748758585375,Diesel,2002,23333,19169
Audi,Corolla,3.836138510864889,Diesel,2011,140481,28103
Tesla,Civic,1.1328521477647588,Hybrid,2015,163230,22524
Ford,Civic,1.7039362928403174,Hybrid,2022,124292,44661
Honda,3 Series,3.031599860943651,Electric,2000,11637,21055
Mercedes-Benz,A4,4.616122664993966,Diesel,2005,68540,11044
Honda,Fiesta,1.5991321533222846,Petrol,2012,2346,21921
Mercedes-Benz,Fiesta,1.8857130205856492,Petrol,2004,101302,38371
BMW,A4,1.6107415747394054,Hybrid,2014,182322,11927
Audi,Model 3,1.2727397696481155,Hybrid,2022,28650,26069
Audi,Golf,4.946017877836667,Diesel,2022,59748,24078
Chevrolet,Model 3,1.441109265631936,Diesel,2015,105759,27898
Ford,Corolla,4.118205442583815,Hybrid,2010,106748,49465
Ford,Fiesta,2.8196704772656473,Hybrid,2011,120350,41896
Honda,Altima,3.6041527109745126,Diesel,2003,14216,5536
Toyota,Fiesta,1.4253107318786897,Petrol,2017,152850,9193
Mercedes-Benz,Corolla,2.835059348381115,Diesel,2017,54484,1516
Ford,A4,1.5827922456627674,Electric,2005,102845,28441
Tesla,3 Series,2.3116030287772893,Electric,2022,149340,4753
Honda,A4,2.024949541317968,Hybrid,2022,175499,3031
Chevrolet,C-Class,1.9731438304158688,Hybrid,2022,41532,17105
Tesla,C-Class,4.396655268550328,Hybrid,2006,142476,10935
Honda,Civic,1.6374792830695428,Petrol,2006,178750,11144
Ford,Fiesta,2.1179488158201942,Petrol,2006,63177,27279
Honda,Cruze,1.2218842535011118,Petrol,2007,89449,6153
Toyota,Altima,4.815565445934652,Diesel,2000,118471,3306
BMW,Civic,1.202575825954765,Petrol,2014,166454,8775
BMW,Golf,3.141657097074409,Electric,2003,131851,45731
Toyota,Altima,3.8685658996541377,Diesel,2008,152616,2008
Toyota,Altima,4.221458489581073,Hybrid,2001,132546,36952
Ford,Cruze,2.4125394761752186,Hybrid,2007,48099,44978
Audi,A4,2.9878780469629307,Diesel,2013,182229,12301
BMW,Civic,2.1210759645907102,Diesel,2017,104807,36839
BMW,A4,2.0877937885761404,Electric,2003,153880,20114
Nissan,Cruze,1.0157373970725665,Diesel,2006,193151,20047
